epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1235.78,1.29729,1.00954,1.43291,0.77715,0.66353,0.7186,0.327,1.57961,1.61775,1.65559,0.000905463,0.000905463,0.000905463
32,1275.45,1.29486,0.97112,1.42038,0.85327,0.66902,0.77765,0.39312,1.42678,1.78934,1.51491,0.000899282,0.000899282,0.000899282
33,1315.22,1.25024,0.97112,1.41345,0.75476,0.68142,0.72718,0.32867,1.58887,1.63413,1.64622,0.000892928,0.000892928,0.000892928
34,1354.92,1.2484,0.9402,1.40533,0.78851,0.70354,0.75998,0.37855,1.50713,1.76186,1.597,0.000886404,0.000886404,0.000886404
35,1394.59,1.249,0.9036,1.39252,0.72403,0.73134,0.75606,0.3367,1.58274,1.87944,1.6241,0.000879713,0.000879713,0.000879713
36,1434.23,1.23011,0.93164,1.39273,0.72289,0.74336,0.73804,0.32547,1.62518,2.19493,1.71132,0.000872857,0.000872857,0.000872857
37,1474.16,1.23058,0.9139,1.38739,0.77877,0.73206,0.77508,0.35697,1.61867,1.7311,1.68193,0.000865839,0.000865839,0.000865839
38,1513.66,1.19297,0.90852,1.36036,0.792,0.62338,0.70176,0.28882,1.70656,2.45689,1.78105,0.000858664,0.000858664,0.000858664
39,1553.22,1.18463,0.88797,1.35742,0.76045,0.64602,0.72812,0.33435,1.58448,2.2358,1.6725,0.000851333,0.000851333,0.000851333
40,1592.84,1.16284,0.86114,1.35101,0.8099,0.73518,0.75682,0.34558,1.59332,1.13317,1.68314,0.000843851,0.000843851,0.000843851
41,1632.27,1.16766,0.87874,1.35631,0.71114,0.68629,0.71234,0.32564,1.70386,1.69034,1.7366,0.00083622,0.00083622,0.00083622
42,1671.84,1.14619,0.85748,1.32978,0.82028,0.70686,0.75238,0.35714,1.54109,1.5962,1.61403,0.000828443,0.000828443,0.000828443
43,1711.55,1.16048,0.83875,1.33944,0.77538,0.66372,0.74312,0.36021,1.55598,2.04067,1.63878,0.000820525,0.000820525,0.000820525
44,1751.29,1.1616,0.8348,1.33213,0.81785,0.69912,0.75585,0.34336,1.5581,1.42411,1.61526,0.000812468,0.000812468,0.000812468
45,1791.1,1.12444,0.83383,1.3229,0.80646,0.72566,0.78101,0.39653,1.48928,0.98858,1.6362,0.000804277,0.000804277,0.000804277
46,1830.72,1.1099,0.81984,1.30891,0.77239,0.70354,0.73305,0.33506,1.54277,2.57406,1.66855,0.000795954,0.000795954,0.000795954
47,1870.25,1.11444,0.82416,1.30746,0.79255,0.73451,0.80224,0.35996,1.53147,1.67219,1.64091,0.000787503,0.000787503,0.000787503
48,1910.02,1.0843,0.79438,1.29644,0.77806,0.71681,0.76223,0.35371,1.59115,1.49627,1.71854,0.000778929,0.000778929,0.000778929
49,1949.89,1.10234,0.79141,1.30033,0.80789,0.69912,0.77059,0.36715,1.52821,1.18652,1.62917,0.000770234,0.000770234,0.000770234
50,1989.58,1.07295,0.78954,1.28252,0.80893,0.69312,0.759,0.35903,1.54117,1.46956,1.68966,0.000761423,0.000761423,0.000761423
51,2029.22,1.05099,0.76926,1.27603,0.77813,0.62389,0.71281,0.31738,1.67798,3.4836,1.78938,0.0007525,0.0007525,0.0007525
52,2068.85,1.05551,0.75132,1.2795,0.74255,0.69027,0.71675,0.32575,1.58164,1.66904,1.70406,0.000743468,0.000743468,0.000743468
53,2108.46,1.04283,0.76283,1.27139,0.78052,0.76549,0.80045,0.37056,1.54354,0.98514,1.70861,0.000734332,0.000734332,0.000734332
54,2147.99,1.02227,0.73119,1.25215,0.77893,0.70156,0.73202,0.34048,1.56199,2.0206,1.72758,0.000725094,0.000725094,0.000725094
55,2187.79,1.01875,0.74426,1.25287,0.85406,0.69027,0.77458,0.37651,1.51313,1.21404,1.67959,0.000715761,0.000715761,0.000715761
56,2227.4,0.99833,0.72388,1.24919,0.78723,0.70395,0.73652,0.34057,1.59078,1.2074,1.71781,0.000706335,0.000706335,0.000706335
57,2267.01,0.98888,0.72245,1.23061,0.73644,0.71711,0.73626,0.35401,1.52524,2.55982,1.65489,0.00069682,0.00069682,0.00069682
58,2306.65,0.99716,0.7279,1.23477,0.82365,0.70266,0.77439,0.35567,1.58168,1.2796,1.73921,0.000687222,0.000687222,0.000687222
59,2346.13,0.9683,0.70073,1.22473,0.85859,0.67163,0.77495,0.37065,1.53485,0.97949,1.67913,0.000677543,0.000677543,0.000677543
60,2385.88,0.96834,0.68978,1.21757,0.83072,0.65487,0.7429,0.33863,1.59641,1.1245,1.79077,0.000667789,0.000667789,0.000667789
61,2425.53,0.96818,0.69891,1.22484,0.79832,0.68584,0.73904,0.33205,1.63744,1.14906,1.80288,0.000657963,0.000657963,0.000657963
62,2465.29,0.94464,0.6812,1.2099,0.76838,0.72124,0.74995,0.35329,1.61576,1.1998,1.73023,0.000648071,0.000648071,0.000648071
63,2504.96,0.94038,0.67966,1.19184,0.79176,0.70354,0.74219,0.3429,1.69123,1.1632,1.82242,0.000638115,0.000638115,0.000638115
64,2544.57,0.93657,0.67931,1.20669,0.82207,0.72566,0.77603,0.35864,1.61089,1.06505,1.74973,0.000628101,0.000628101,0.000628101
65,2584.28,0.92608,0.67466,1.19276,0.80122,0.67774,0.74904,0.33995,1.69607,1.07554,1.86609,0.000618034,0.000618034,0.000618034
66,2624.3,0.91259,0.65756,1.1858,0.80588,0.67257,0.75291,0.35175,1.6072,1.19351,1.77076,0.000607916,0.000607916,0.000607916
67,2665.45,0.89058,0.65784,1.17918,0.79012,0.69912,0.74205,0.33207,1.62147,2.09769,1.80317,0.000597754,0.000597754,0.000597754
68,2706.12,0.88291,0.64511,1.16834,0.81619,0.66805,0.7326,0.32569,1.60575,1.6975,1.785,0.000587551,0.000587551,0.000587551
69,2746.79,0.87578,0.62295,1.16918,0.79673,0.67638,0.73876,0.34149,1.63953,1.26217,1.77235,0.000577311,0.000577311,0.000577311
70,2785.9,0.87621,0.6484,1.17116,0.76776,0.69027,0.71718,0.33282,1.60412,1.05517,1.81513,0.00056704,0.00056704,0.00056704
71,2824.61,0.85741,0.62279,1.15704,0.80764,0.66814,0.74927,0.34078,1.59495,1.22486,1.76591,0.000556742,0.000556742,0.000556742
72,2863.49,0.8615,0.61781,1.1613,0.77529,0.67172,0.70017,0.32375,1.69066,1.30167,1.82772,0.000546421,0.000546421,0.000546421
73,2902.53,0.84907,0.60504,1.14067,0.77312,0.74779,0.76772,0.35093,1.58774,1.01835,1.76157,0.000536081,0.000536081,0.000536081
74,2941.71,0.84124,0.60452,1.1518,0.79872,0.68479,0.78414,0.36646,1.59053,1.32765,1.75373,0.000525728,0.000525728,0.000525728
75,2980.75,0.82594,0.59394,1.13361,0.75439,0.65237,0.71891,0.33233,1.63497,1.2164,1.82849,0.000515366,0.000515366,0.000515366
76,3019.45,0.8056,0.59186,1.12208,0.79356,0.69469,0.74492,0.34528,1.54644,1.15236,1.72902,0.000505,0.000505,0.000505
77,3058.31,0.80437,0.57742,1.12184,0.81388,0.67699,0.75611,0.36131,1.60703,1.51955,1.7868,0.000494634,0.000494634,0.000494634
78,3097.27,0.80125,0.59456,1.12763,0.77259,0.72156,0.74473,0.32697,1.63723,1.46372,1.85583,0.000484272,0.000484272,0.000484272
79,3136.08,0.80446,0.57916,1.1265,0.85222,0.65487,0.77305,0.36823,1.6213,1.13345,1.81396,0.000473919,0.000473919,0.000473919
80,3175.34,0.79442,0.56971,1.1196,0.79826,0.69912,0.75251,0.35161,1.62442,1.04546,1.83961,0.000463579,0.000463579,0.000463579
81,3214.25,0.77898,0.56153,1.11326,0.79836,0.68324,0.72675,0.34224,1.56224,1.07759,1.79374,0.000453258,0.000453258,0.000453258
82,3253.06,0.7719,0.5529,1.10829,0.82764,0.72566,0.75346,0.33218,1.67342,1.81949,1.87758,0.00044296,0.00044296,0.00044296
83,3291.83,0.76616,0.55304,1.10343,0.78751,0.72566,0.75303,0.34627,1.61376,1.06685,1.75882,0.000432689,0.000432689,0.000432689
84,3330.61,0.76574,0.54755,1.09905,0.79795,0.71681,0.78853,0.37211,1.61252,1.00137,1.76524,0.000422449,0.000422449,0.000422449
85,3369.4,0.74675,0.53289,1.08652,0.80883,0.65526,0.73624,0.35801,1.57812,1.02541,1.7652,0.000412246,0.000412246,0.000412246
86,3408.64,0.75157,0.54713,1.102,0.81989,0.69027,0.73447,0.35573,1.5748,1.12839,1.76078,0.000402084,0.000402084,0.000402084
87,3447.49,0.73316,0.5291,1.08724,0.81139,0.67257,0.73653,0.34983,1.58525,1.1401,1.79427,0.000391966,0.000391966,0.000391966
88,3486.19,0.7329,0.52279,1.08286,0.83693,0.68128,0.75536,0.35918,1.60196,1.20837,1.80223,0.000381899,0.000381899,0.000381899
89,3524.91,0.73177,0.5214,1.08764,0.77761,0.69624,0.7313,0.34892,1.58341,1.31691,1.76686,0.000371885,0.000371885,0.000371885
90,3563.51,0.69743,0.49792,1.06312,0.79295,0.72866,0.76648,0.36518,1.59374,1.09938,1.82551,0.000361929,0.000361929,0.000361929
91,3602.14,0.715,0.51719,1.07447,0.78652,0.69912,0.73779,0.35197,1.64427,1.08217,1.86094,0.000352037,0.000352037,0.000352037
92,3641.39,0.69843,0.5066,1.0652,0.78433,0.71681,0.74435,0.35827,1.61093,1.1048,1.82073,0.000342211,0.000342211,0.000342211
93,3680.28,0.68929,0.49248,1.05669,0.88498,0.67699,0.77537,0.37026,1.61575,1.01373,1.82756,0.000332457,0.000332457,0.000332457
94,3719.27,0.68234,0.4849,1.05893,0.77681,0.74779,0.76444,0.36847,1.62211,1.05291,1.88385,0.000322778,0.000322778,0.000322778
95,3758.04,0.6693,0.47638,1.05626,0.79431,0.65929,0.71979,0.34926,1.71258,1.15009,1.94346,0.00031318,0.00031318,0.00031318
