epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1009.35,1.22953,0.90031,1.37978,0.79061,0.75221,0.78173,0.3869,1.50655,2.12996,1.59247,0.0011684,0.0011684,0.0011684
44,1032.76,1.20652,0.88344,1.36483,0.82558,0.71211,0.77889,0.35628,1.60202,3.07583,1.65803,0.0011486,0.0011486,0.0011486
45,1056.34,1.19708,0.88942,1.35889,0.83203,0.69027,0.78893,0.41018,1.41069,1.68755,1.52005,0.0011288,0.0011288,0.0011288
46,1079.85,1.17916,0.88,1.34743,0.77451,0.7143,0.75769,0.37087,1.47824,3.35782,1.59708,0.001109,0.001109,0.001109
47,1103.36,1.18136,0.88009,1.34094,0.72623,0.74336,0.74169,0.36159,1.5191,1.25735,1.59977,0.0010892,0.0010892,0.0010892
48,1126.97,1.15903,0.86019,1.33868,0.82674,0.66372,0.73894,0.33963,1.64625,2.19668,1.71428,0.0010694,0.0010694,0.0010694
49,1150.66,1.14702,0.83664,1.31932,0.80157,0.65487,0.7307,0.34699,1.53629,1.61179,1.61203,0.0010496,0.0010496,0.0010496
50,1174.33,1.15761,0.85013,1.32205,0.77363,0.78634,0.79519,0.37162,1.52047,2.82491,1.59859,0.0010298,0.0010298,0.0010298
51,1197.75,1.12489,0.82883,1.30946,0.78962,0.70796,0.75198,0.3458,1.54433,1.46687,1.60379,0.00101,0.00101,0.00101
52,1221.39,1.12438,0.80131,1.30831,0.77235,0.72124,0.74792,0.35111,1.54294,4.03414,1.6301,0.0009902,0.0009902,0.0009902
53,1244.97,1.1016,0.80836,1.30322,0.75952,0.73009,0.77487,0.36637,1.52241,1.09109,1.61371,0.0009704,0.0009704,0.0009704
54,1268.35,1.09844,0.80328,1.29542,0.7851,0.73451,0.76707,0.34605,1.57796,2.1953,1.65495,0.0009506,0.0009506,0.0009506
55,1291.97,1.07557,0.79096,1.27635,0.80224,0.71802,0.7634,0.35509,1.49447,2.28232,1.57714,0.0009308,0.0009308,0.0009308
56,1315.52,1.07898,0.78798,1.2826,0.80905,0.71239,0.75654,0.349,1.60352,1.62372,1.67001,0.000911,0.000911,0.000911
57,1339.15,1.0585,0.77432,1.2618,0.80492,0.73029,0.75796,0.34719,1.53361,1.86534,1.67376,0.0008912,0.0008912,0.0008912
58,1362.85,1.07336,0.79049,1.27109,0.85108,0.70354,0.78358,0.37036,1.50911,2.71795,1.61189,0.0008714,0.0008714,0.0008714
59,1386.38,1.04171,0.75121,1.25913,0.79029,0.75035,0.77672,0.38929,1.46431,1.59955,1.55776,0.0008516,0.0008516,0.0008516
60,1409.88,1.03002,0.74053,1.24725,0.85269,0.69154,0.78632,0.38181,1.53115,1.23922,1.63749,0.0008318,0.0008318,0.0008318
61,1433.32,1.03597,0.75391,1.25285,0.86071,0.71681,0.80003,0.39255,1.46263,1.07089,1.56169,0.000812,0.000812,0.000812
62,1456.92,1.01729,0.73201,1.24357,0.83617,0.65044,0.74706,0.36699,1.51995,1.63107,1.6038,0.0007922,0.0007922,0.0007922
63,1480.6,1.0101,0.72305,1.22457,0.84511,0.69912,0.77002,0.38408,1.49511,1.37857,1.59368,0.0007724,0.0007724,0.0007724
64,1504.04,1.00323,0.72554,1.23602,0.76453,0.70796,0.7403,0.36603,1.48282,1.74547,1.63518,0.0007526,0.0007526,0.0007526
65,1527.63,1.0067,0.72249,1.22621,0.76757,0.74779,0.75834,0.37036,1.53209,2.82493,1.6852,0.0007328,0.0007328,0.0007328
66,1551.26,0.98245,0.71718,1.22304,0.81945,0.70796,0.76027,0.36341,1.53386,1.87309,1.64004,0.000713,0.000713,0.000713
67,1574.83,0.95965,0.70545,1.20884,0.75499,0.73894,0.73526,0.34464,1.56458,1.83856,1.69578,0.0006932,0.0006932,0.0006932
68,1598.29,0.95832,0.67807,1.20373,0.82335,0.70354,0.7673,0.37155,1.51284,1.42307,1.66342,0.0006734,0.0006734,0.0006734
69,1621.98,0.9484,0.6699,1.19984,0.81335,0.72124,0.75087,0.36267,1.54364,2.52538,1.67994,0.0006536,0.0006536,0.0006536
70,1645.49,0.95372,0.67876,1.20917,0.80983,0.71602,0.75259,0.35981,1.61038,1.39238,1.70037,0.0006338,0.0006338,0.0006338
71,1668.85,0.94117,0.66605,1.19228,0.81769,0.71239,0.76352,0.37217,1.52783,1.1134,1.6721,0.000614,0.000614,0.000614
72,1692.43,0.91556,0.65212,1.18719,0.79323,0.72989,0.77497,0.36758,1.57486,1.05564,1.68774,0.0005942,0.0005942,0.0005942
73,1716.13,0.92054,0.64491,1.1761,0.85849,0.67699,0.7866,0.3832,1.54302,1.47638,1.6805,0.0005744,0.0005744,0.0005744
74,1739.64,0.91428,0.63662,1.1836,0.74621,0.74336,0.75964,0.35936,1.53739,1.71953,1.70259,0.0005546,0.0005546,0.0005546
75,1763.17,0.899,0.6383,1.1677,0.81411,0.72124,0.74736,0.35828,1.52063,1.34803,1.67778,0.0005348,0.0005348,0.0005348
76,1786.64,0.88915,0.62661,1.16143,0.79102,0.73694,0.75656,0.36997,1.54441,1.45548,1.72564,0.000515,0.000515,0.000515
77,1810.34,0.87586,0.61163,1.15196,0.86871,0.68142,0.75118,0.36075,1.54912,1.11702,1.72711,0.0004952,0.0004952,0.0004952
78,1833.72,0.88248,0.62918,1.16775,0.76106,0.73451,0.74455,0.37172,1.5163,1.69438,1.68484,0.0004754,0.0004754,0.0004754
79,1857.36,0.87887,0.62245,1.16261,0.82496,0.69912,0.74437,0.35546,1.60522,2.05697,1.77149,0.0004556,0.0004556,0.0004556
80,1880.91,0.85914,0.61425,1.14938,0.82905,0.68667,0.74971,0.36503,1.5294,1.83069,1.75377,0.0004358,0.0004358,0.0004358
81,1904.55,0.85987,0.61527,1.15172,0.85934,0.69912,0.77775,0.38339,1.51122,1.59667,1.68212,0.000416,0.000416,0.000416
82,1927.82,0.83958,0.59038,1.13976,0.80217,0.69027,0.76176,0.37472,1.55411,1.61122,1.73621,0.0003962,0.0003962,0.0003962
83,1951.58,0.85195,0.59926,1.14535,0.85729,0.70354,0.78701,0.39115,1.53692,1.50398,1.68032,0.0003764,0.0003764,0.0003764
84,1975.08,0.84611,0.59483,1.13759,0.85717,0.68584,0.77568,0.3731,1.55441,1.55929,1.74196,0.0003566,0.0003566,0.0003566
85,1998.58,0.84129,0.58004,1.12819,0.81656,0.68936,0.75626,0.37486,1.52109,1.37172,1.70468,0.0003368,0.0003368,0.0003368
86,2022.09,0.83948,0.59143,1.14373,0.86237,0.70354,0.78581,0.38398,1.57805,1.13068,1.75097,0.000317,0.000317,0.000317
87,2045.65,0.81276,0.58288,1.12858,0.86826,0.68142,0.77515,0.38555,1.54028,1.23262,1.71119,0.0002972,0.0002972,0.0002972
88,2069.39,0.80342,0.56298,1.11579,0.79085,0.70796,0.75043,0.36671,1.55591,1.69474,1.7325,0.0002774,0.0002774,0.0002774
89,2092.84,0.8123,0.5723,1.12345,0.82092,0.70796,0.78055,0.38219,1.57102,1.22333,1.74024,0.0002576,0.0002576,0.0002576
90,2116.35,0.77703,0.53807,1.10265,0.81099,0.71239,0.75964,0.38308,1.5464,1.45265,1.74677,0.0002378,0.0002378,0.0002378
91,2154.74,0.68944,0.43302,1.04279,0.85588,0.63068,0.73765,0.37277,1.52073,1.78023,1.74882,0.000218,0.000218,0.000218
92,2177.76,0.64865,0.39961,1.01799,0.87314,0.65929,0.78475,0.38118,1.53876,1.58342,1.75505,0.0001982,0.0001982,0.0001982
93,2200.78,0.64225,0.39482,1.02126,0.73236,0.76549,0.77515,0.37389,1.55452,1.57889,1.7645,0.0001784,0.0001784,0.0001784
94,2223.79,0.62498,0.38089,1.00925,0.76423,0.76016,0.78914,0.38875,1.54258,1.46698,1.76504,0.0001586,0.0001586,0.0001586
95,2247,0.63451,0.38085,1.01391,0.8242,0.67699,0.77861,0.38497,1.55343,1.2864,1.77323,0.0001388,0.0001388,0.0001388
