epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,2083.9,1.1459,0.86147,1.33529,0.81421,0.69027,0.77403,0.37,1.52136,2.37316,1.63344,0.0013796,0.0013796,0.0013796
49,2125.88,1.15191,0.84125,1.32504,0.79088,0.68612,0.77063,0.36862,1.51128,1.74355,1.63508,0.0013664,0.0013664,0.0013664
50,2167.79,1.14333,0.83037,1.31499,0.82103,0.66987,0.74327,0.3315,1.59319,1.49163,1.71121,0.0013532,0.0013532,0.0013532
51,2209.56,1.12699,0.81297,1.30924,0.82491,0.65929,0.71578,0.33353,1.5972,2.06458,1.68899,0.00134,0.00134,0.00134
52,2251.32,1.10699,0.78354,1.28898,0.83753,0.68584,0.762,0.35724,1.56642,1.78676,1.64241,0.0013268,0.0013268,0.0013268
53,2296.76,1.08872,0.77809,1.29119,0.85221,0.67699,0.75451,0.36962,1.5289,1.01002,1.64997,0.0013136,0.0013136,0.0013136
54,2341.71,1.09176,0.78666,1.29038,0.80694,0.72566,0.7545,0.36341,1.54472,1.84954,1.68607,0.0013004,0.0013004,0.0013004
55,2388,1.08353,0.77647,1.27558,0.80269,0.70796,0.75452,0.37994,1.50776,1.96913,1.63153,0.0012872,0.0012872,0.0012872
56,2434.23,1.08141,0.77202,1.27654,0.79827,0.66536,0.72304,0.35828,1.60238,1.5037,1.71165,0.001274,0.001274,0.001274
57,2480.47,1.05853,0.7649,1.26211,0.80218,0.71681,0.74805,0.36092,1.54794,1.99637,1.69314,0.0012608,0.0012608,0.0012608
58,2526.45,1.08053,0.77904,1.27684,0.81099,0.74043,0.76833,0.37846,1.55463,1.73606,1.70277,0.0012476,0.0012476,0.0012476
59,2573.32,1.03911,0.75067,1.25961,0.77799,0.69912,0.72132,0.36803,1.54053,2.1794,1.65459,0.0012344,0.0012344,0.0012344
60,2619.86,1.03287,0.75293,1.24965,0.805,0.73009,0.78396,0.37316,1.5932,1.0951,1.712,0.0012212,0.0012212,0.0012212
61,2665.92,1.0325,0.74479,1.24988,0.85908,0.70132,0.76889,0.38434,1.51968,2.81011,1.68377,0.001208,0.001208,0.001208
62,2712.26,1.0225,0.7219,1.24576,0.85082,0.72124,0.78269,0.38146,1.52799,1.42854,1.63847,0.0011948,0.0011948,0.0011948
63,2758.65,0.99746,0.70635,1.21451,0.82007,0.70587,0.76166,0.36739,1.53676,1.49031,1.6599,0.0011816,0.0011816,0.0011816
64,2805.17,0.98953,0.70771,1.22377,0.84985,0.68584,0.76306,0.3828,1.56051,1.34853,1.67654,0.0011684,0.0011684,0.0011684
65,2851.32,1.00213,0.71417,1.2209,0.79955,0.72365,0.73919,0.36323,1.57836,2.09423,1.73305,0.0011552,0.0011552,0.0011552
66,2897.63,0.98146,0.69902,1.21623,0.84619,0.67699,0.75225,0.35536,1.58142,1.48622,1.66061,0.001142,0.001142,0.001142
67,2943.21,0.96498,0.69004,1.20449,0.81699,0.70796,0.75991,0.35801,1.57262,1.92024,1.67028,0.0011288,0.0011288,0.0011288
68,2987.58,0.9604,0.68612,1.19997,0.84523,0.67663,0.75313,0.37079,1.61454,1.47624,1.7128,0.0011156,0.0011156,0.0011156
69,3032.2,0.94896,0.67386,1.19344,0.80451,0.72836,0.7478,0.38467,1.53438,1.29238,1.65417,0.0011024,0.0011024,0.0011024
70,3077.37,0.94157,0.68048,1.19972,0.83511,0.70796,0.75577,0.36613,1.60137,1.71578,1.70438,0.0010892,0.0010892,0.0010892
71,3123.3,0.93784,0.67716,1.19964,0.77975,0.73009,0.7501,0.36169,1.58687,1.76216,1.6996,0.001076,0.001076,0.001076
72,3169.55,0.92941,0.65561,1.19245,0.84982,0.70106,0.78464,0.35925,1.60576,1.19155,1.71058,0.0010628,0.0010628,0.0010628
73,3216.18,0.91638,0.65486,1.17607,0.82783,0.69027,0.76328,0.3657,1.56969,1.44587,1.69943,0.0010496,0.0010496,0.0010496
74,3262.6,0.90163,0.63979,1.17621,0.80507,0.69445,0.74816,0.36194,1.62048,1.72815,1.75308,0.0010364,0.0010364,0.0010364
75,3309.1,0.88492,0.63507,1.15553,0.78952,0.69709,0.74142,0.36713,1.60428,1.23148,1.7441,0.0010232,0.0010232,0.0010232
76,3355.33,0.87387,0.62945,1.15675,0.83478,0.67067,0.73924,0.37132,1.58239,1.40941,1.72843,0.00101,0.00101,0.00101
77,3401.24,0.86612,0.61629,1.14436,0.83419,0.68584,0.76405,0.36794,1.59043,1.20579,1.76602,0.0009968,0.0009968,0.0009968
78,3447.41,0.88599,0.63105,1.16673,0.84536,0.68584,0.74173,0.3732,1.57091,1.05074,1.69463,0.0009836,0.0009836,0.0009836
79,3493.93,0.88398,0.62508,1.15567,0.80146,0.70796,0.73461,0.38279,1.53956,1.51179,1.69618,0.0009704,0.0009704,0.0009704
80,3540.29,0.8535,0.61182,1.14719,0.81561,0.70458,0.74506,0.37085,1.61802,1.88579,1.75755,0.0009572,0.0009572,0.0009572
81,3586.38,0.86316,0.61602,1.15091,0.80023,0.72672,0.74629,0.38369,1.52857,1.79468,1.68006,0.000944,0.000944,0.000944
82,3632.75,0.84815,0.59639,1.14039,0.8492,0.70796,0.76896,0.37604,1.58233,1.46259,1.75169,0.0009308,0.0009308,0.0009308
83,3679.13,0.83321,0.60095,1.13488,0.76589,0.71681,0.72869,0.37358,1.57352,2.74704,1.69726,0.0009176,0.0009176,0.0009176
84,3725.59,0.83239,0.58689,1.1225,0.80498,0.68142,0.7516,0.37719,1.57341,1.06211,1.72167,0.0009044,0.0009044,0.0009044
85,3772.6,0.82791,0.57492,1.11843,0.81952,0.70796,0.75826,0.363,1.6608,1.04026,1.81187,0.0008912,0.0008912,0.0008912
86,3819.08,0.8078,0.59313,1.12615,0.79855,0.73451,0.73668,0.36816,1.56143,1.185,1.69922,0.000878,0.000878,0.000878
87,3865.4,0.80588,0.57603,1.11342,0.82551,0.69081,0.74721,0.36439,1.58755,1.83414,1.75326,0.0008648,0.0008648,0.0008648
88,3911.76,0.80927,0.56338,1.10943,0.81479,0.6813,0.7257,0.34613,1.6181,2.10348,1.77527,0.0008516,0.0008516,0.0008516
89,3958.53,0.81015,0.56609,1.1167,0.79012,0.72566,0.73909,0.35832,1.64777,1.11089,1.81558,0.0008384,0.0008384,0.0008384
90,4005.11,0.7774,0.54374,1.09279,0.84689,0.66814,0.73791,0.37082,1.60406,1.77733,1.75627,0.0008252,0.0008252,0.0008252
91,4051.23,0.77905,0.5561,1.09836,0.82678,0.72124,0.73799,0.35453,1.6347,1.40179,1.79913,0.000812,0.000812,0.000812
92,4097.58,0.77387,0.54965,1.09835,0.78034,0.70735,0.74105,0.35054,1.65524,1.19572,1.833,0.0007988,0.0007988,0.0007988
