epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,315.145,1.53677,1.33051,1.60786,0.71431,0.65929,0.69904,0.31445,1.85604,1.40964,1.84827,0.0017228,0.0017228,0.0017228
16,331.728,1.50799,1.30242,1.57694,0.78264,0.69469,0.78798,0.35911,1.83775,1.24536,1.83105,0.001703,0.001703,0.001703
17,348.783,1.48917,1.25369,1.55601,0.70827,0.64455,0.69009,0.30128,1.91597,1.33366,1.88423,0.0016832,0.0016832,0.0016832
18,365.283,1.4931,1.26945,1.55798,0.7326,0.65044,0.68814,0.3077,1.80311,1.35054,1.82019,0.0016634,0.0016634,0.0016634
19,382.023,1.47773,1.22764,1.55542,0.79539,0.64602,0.73793,0.35345,1.81429,1.25115,1.83427,0.0016436,0.0016436,0.0016436
20,399.562,1.47916,1.24806,1.56215,0.67038,0.64602,0.6692,0.27,2.02446,1.41468,2.03511,0.0016238,0.0016238,0.0016238
21,421.465,1.45071,1.17424,1.5307,0.78054,0.65044,0.73522,0.31818,1.92627,1.23862,1.97128,0.001604,0.001604,0.001604
22,444.239,1.44776,1.17042,1.53391,0.76815,0.66814,0.72871,0.31708,1.9013,1.29535,1.91257,0.0015842,0.0015842,0.0015842
23,465.819,1.41455,1.14112,1.51271,0.67215,0.65487,0.70339,0.29842,1.96376,1.34507,1.98244,0.0015644,0.0015644,0.0015644
24,490.138,1.38999,1.12059,1.48413,0.82155,0.65929,0.75775,0.3584,1.87077,1.2234,1.89439,0.0015446,0.0015446,0.0015446
25,512.928,1.40288,1.10589,1.49828,0.72329,0.67084,0.73861,0.35105,1.82922,1.25047,1.80035,0.0015248,0.0015248,0.0015248
26,536.323,1.37918,1.10659,1.48644,0.67373,0.70353,0.71446,0.32001,1.88239,1.27512,1.87487,0.001505,0.001505,0.001505
27,559.379,1.35588,1.0666,1.47556,0.79226,0.69027,0.77245,0.36313,1.85934,1.19341,1.84393,0.0014852,0.0014852,0.0014852
28,581.319,1.36046,1.0705,1.46764,0.81921,0.68584,0.78091,0.36822,1.8039,1.17581,1.83015,0.0014654,0.0014654,0.0014654
29,603.498,1.33379,1.02533,1.45402,0.7827,0.68584,0.7329,0.3489,1.8391,1.16396,1.86281,0.0014456,0.0014456,0.0014456
30,625.506,1.30497,0.99034,1.43547,0.81351,0.67257,0.77697,0.36557,1.86544,1.16516,1.88375,0.0014258,0.0014258,0.0014258
31,647.31,1.31517,0.99112,1.4385,0.79599,0.71239,0.77948,0.36543,1.79194,1.16345,1.81809,0.001406,0.001406,0.001406
32,668.981,1.31916,0.99277,1.44337,0.75714,0.72124,0.77637,0.38348,1.80437,1.12744,1.83695,0.0013862,0.0013862,0.0013862
33,690.224,1.30766,0.97281,1.44062,0.80808,0.68933,0.76688,0.36229,1.86882,1.1448,1.8945,0.0013664,0.0013664,0.0013664
34,711.594,1.28743,0.96449,1.41372,0.79354,0.6973,0.76761,0.35746,1.84205,1.14776,1.87445,0.0013466,0.0013466,0.0013466
35,733.339,1.28164,0.95052,1.41523,0.71439,0.73894,0.7446,0.34031,1.85013,1.19515,1.88499,0.0013268,0.0013268,0.0013268
36,754.892,1.26183,0.93419,1.39427,0.78568,0.69912,0.7865,0.38298,1.80126,1.13982,1.83991,0.001307,0.001307,0.001307
37,776.995,1.26142,0.94087,1.39413,0.82177,0.67257,0.76783,0.37996,1.81962,1.15672,1.83428,0.0012872,0.0012872,0.0012872
38,800.001,1.25109,0.92413,1.38107,0.76497,0.66249,0.73638,0.35208,1.91459,1.27859,1.91201,0.0012674,0.0012674,0.0012674
39,821.937,1.23144,0.89854,1.37697,0.74017,0.71846,0.74245,0.34591,1.84685,1.20141,1.88664,0.0012476,0.0012476,0.0012476
40,844.017,1.22333,0.89989,1.38134,0.82322,0.69469,0.7791,0.36083,1.8921,1.11048,1.92051,0.0012278,0.0012278,0.0012278
41,866.798,1.21302,0.87082,1.34944,0.76248,0.76106,0.78821,0.38311,1.82406,1.08684,1.86855,0.001208,0.001208,0.001208
42,888.806,1.1901,0.84254,1.34484,0.74148,0.74779,0.79518,0.37452,1.85784,1.12079,1.91943,0.0011882,0.0011882,0.0011882
43,910.478,1.1912,0.86285,1.33981,0.7408,0.73348,0.72681,0.3439,1.91511,1.15783,1.94706,0.0011684,0.0011684,0.0011684
44,932.589,1.17695,0.83,1.3311,0.82485,0.76549,0.80557,0.39169,1.83496,1.08064,1.88395,0.0011486,0.0011486,0.0011486
45,954.261,1.14625,0.82035,1.32379,0.78374,0.70796,0.74561,0.36566,1.85236,1.19506,1.92054,0.0011288,0.0011288,0.0011288
46,976.258,1.1584,0.82885,1.32137,0.7832,0.71681,0.76213,0.37551,1.83291,1.06742,1.88252,0.001109,0.001109,0.001109
47,998.359,1.13868,0.80173,1.30962,0.80886,0.71681,0.7757,0.36246,1.89809,1.09764,1.94852,0.0010892,0.0010892,0.0010892
48,1020.14,1.11704,0.80723,1.30066,0.78124,0.76106,0.80023,0.38829,1.86292,1.11715,1.91347,0.0010694,0.0010694,0.0010694
49,1041.29,1.11087,0.7804,1.2827,0.80335,0.69912,0.76563,0.35506,1.89016,1.11006,1.96851,0.0010496,0.0010496,0.0010496
50,1063.92,1.09899,0.78134,1.2871,0.79611,0.76018,0.81313,0.39703,1.82521,1.05503,1.90323,0.0010298,0.0010298,0.0010298
51,1086.05,1.09377,0.76867,1.28484,0.73597,0.75221,0.77269,0.38574,1.87536,1.08523,1.95635,0.00101,0.00101,0.00101
52,1108.09,1.10692,0.77305,1.29756,0.76006,0.66814,0.70609,0.32259,1.9288,1.27115,2.01405,0.0009902,0.0009902,0.0009902
53,1130.35,1.09192,0.77272,1.27548,0.81304,0.69027,0.76989,0.36862,1.8542,1.13409,1.9146,0.0009704,0.0009704,0.0009704
54,1152.28,1.06294,0.74571,1.25729,0.73704,0.76549,0.77018,0.36564,1.8895,1.19704,1.93763,0.0009506,0.0009506,0.0009506
55,1173.76,1.05813,0.75662,1.25481,0.80203,0.69912,0.76924,0.3613,1.88861,1.08737,1.97891,0.0009308,0.0009308,0.0009308
56,1196.06,1.0409,0.73661,1.24549,0.7734,0.70354,0.77311,0.37608,1.83326,1.13414,1.91327,0.000911,0.000911,0.000911
57,1217.32,1.05536,0.74334,1.25216,0.80329,0.7047,0.78256,0.3642,1.87036,1.10339,1.98174,0.0008912,0.0008912,0.0008912
58,1238.81,1.02447,0.71548,1.23187,0.79352,0.66372,0.74281,0.35836,1.88986,1.16799,2.00285,0.0008714,0.0008714,0.0008714
59,1260.95,1.02747,0.71215,1.24226,0.73302,0.75664,0.76897,0.37832,1.82695,1.10371,1.95587,0.0008516,0.0008516,0.0008516
60,1282.95,0.99946,0.68081,1.22144,0.80979,0.73894,0.77451,0.36285,1.8627,1.12282,1.9519,0.0008318,0.0008318,0.0008318
61,1304.88,1.00416,0.68862,1.22048,0.81838,0.73894,0.79642,0.38011,1.85908,1.10443,1.96155,0.000812,0.000812,0.000812
62,1327.02,0.98402,0.68493,1.2162,0.82321,0.71239,0.79101,0.37773,1.85728,1.09664,1.96766,0.0007922,0.0007922,0.0007922
63,1348.97,0.99289,0.67478,1.21765,0.75548,0.72566,0.76974,0.37268,1.8255,1.16298,1.91468,0.0007724,0.0007724,0.0007724
64,1370.63,0.97506,0.67652,1.20067,0.75669,0.73894,0.76547,0.37517,1.89656,1.13021,1.98919,0.0007526,0.0007526,0.0007526
65,1392.51,0.94371,0.66337,1.19167,0.7804,0.70354,0.75126,0.35331,1.89676,1.18699,2.00981,0.0007328,0.0007328,0.0007328
66,1414.01,0.96313,0.65644,1.20716,0.83204,0.66372,0.76094,0.35321,1.94267,1.13342,2.06245,0.000713,0.000713,0.000713
67,1435.76,0.92713,0.63408,1.18614,0.86266,0.71239,0.77979,0.37551,1.90227,1.16566,1.94615,0.0006932,0.0006932,0.0006932
68,1458.07,0.93698,0.64869,1.1771,0.75954,0.73451,0.73964,0.36771,1.86835,1.17343,1.98081,0.0006734,0.0006734,0.0006734
69,1480.86,0.93879,0.65302,1.19083,0.84257,0.68677,0.78845,0.38108,1.87451,1.10574,1.97563,0.0006536,0.0006536,0.0006536
70,1503.36,0.90748,0.61633,1.1629,0.82757,0.72566,0.78715,0.37293,1.85746,1.12643,1.96486,0.0006338,0.0006338,0.0006338
71,1526.77,0.90333,0.62699,1.17122,0.80778,0.74779,0.77872,0.37698,1.87878,1.10529,1.9931,0.000614,0.000614,0.000614
72,1548.84,0.91109,0.62573,1.17135,0.78208,0.76224,0.79091,0.38513,1.83636,1.09674,1.94341,0.0005942,0.0005942,0.0005942
73,1571.17,0.87734,0.60256,1.15273,0.82052,0.69912,0.75775,0.36959,1.92403,1.12337,2.08642,0.0005744,0.0005744,0.0005744
74,1593.5,0.88597,0.60887,1.15539,0.79389,0.73286,0.75556,0.358,1.86317,1.106,1.99202,0.0005546,0.0005546,0.0005546
75,1615.11,0.86973,0.60369,1.14629,0.80517,0.73451,0.78306,0.3935,1.87066,1.0672,2.00383,0.0005348,0.0005348,0.0005348
76,1636.59,0.85415,0.5873,1.12848,0.82059,0.70835,0.75489,0.34171,1.93795,1.10062,2.09808,0.000515,0.000515,0.000515
77,1658.61,0.85905,0.5927,1.13281,0.79748,0.73181,0.77328,0.36583,1.91949,1.10748,2.08888,0.0004952,0.0004952,0.0004952
78,1680.39,0.83149,0.58126,1.1323,0.87046,0.74333,0.77734,0.37229,1.86755,1.05378,2.03561,0.0004754,0.0004754,0.0004754
79,1702.2,0.83614,0.57537,1.12177,0.81345,0.71239,0.77781,0.37352,1.88157,1.08781,2.03904,0.0004556,0.0004556,0.0004556
80,1724.48,0.83164,0.57404,1.12612,0.8214,0.75221,0.78078,0.37603,1.91687,1.14624,2.08918,0.0004358,0.0004358,0.0004358
81,1746.31,0.83515,0.57719,1.11958,0.79845,0.73451,0.75965,0.36971,1.89146,1.12978,2.05997,0.000416,0.000416,0.000416
82,1767.99,0.81771,0.56719,1.12188,0.86242,0.72116,0.79851,0.38018,1.89051,1.16369,2.00459,0.0003962,0.0003962,0.0003962
83,1790.49,0.81136,0.55746,1.12289,0.83129,0.73009,0.78551,0.37396,1.8873,1.1262,2.01859,0.0003764,0.0003764,0.0003764
84,1812.53,0.79248,0.54593,1.10722,0.80335,0.75664,0.79198,0.37282,1.91596,1.06299,2.0607,0.0003566,0.0003566,0.0003566
85,1834.56,0.80952,0.55617,1.10699,0.83304,0.72566,0.76857,0.35219,1.91056,1.11455,2.06776,0.0003368,0.0003368,0.0003368
86,1856.86,0.78462,0.5357,1.10177,0.82205,0.695,0.72792,0.34466,1.92939,1.09888,2.08468,0.000317,0.000317,0.000317
87,1878.63,0.78564,0.54667,1.10718,0.77469,0.74336,0.74502,0.353,1.90541,1.10083,2.04636,0.0002972,0.0002972,0.0002972
88,1900.16,0.78652,0.54717,1.10416,0.81179,0.75664,0.78266,0.36455,1.90928,1.13419,2.07282,0.0002774,0.0002774,0.0002774
89,1922.53,0.7807,0.54497,1.10447,0.82881,0.71239,0.77002,0.36419,1.88974,1.11796,2.06565,0.0002576,0.0002576,0.0002576
90,1943.94,0.76328,0.52421,1.08729,0.85538,0.73009,0.79522,0.37549,1.89238,1.06635,2.08326,0.0002378,0.0002378,0.0002378
91,1983.13,0.67043,0.40643,1.02566,0.86408,0.74336,0.7788,0.3694,1.90085,1.12302,2.07569,0.000218,0.000218,0.000218
92,2004.48,0.62839,0.372,0.99948,0.85397,0.7245,0.79213,0.37642,1.88213,1.09386,2.06379,0.0001982,0.0001982,0.0001982
93,2026.02,0.61477,0.36608,1.00371,0.82243,0.73778,0.7708,0.37204,1.91951,1.12373,2.13798,0.0001784,0.0001784,0.0001784
94,2047.77,0.6033,0.3645,0.98798,0.86852,0.73894,0.81433,0.38129,1.9062,1.08737,2.12557,0.0001586,0.0001586,0.0001586
95,2069.67,0.59605,0.36025,0.98127,0.83299,0.73894,0.78156,0.37584,1.90949,1.12588,2.12311,0.0001388,0.0001388,0.0001388
96,2091.1,0.58236,0.34481,0.98461,0.83905,0.76122,0.79785,0.3796,1.90829,1.09861,2.15017,0.000119,0.000119,0.000119
97,2113,0.57594,0.34674,0.97816,0.82467,0.74923,0.79241,0.37212,1.90533,1.07629,2.15661,9.92e-05,9.92e-05,9.92e-05
98,2134.68,0.56577,0.3476,0.97288,0.8408,0.74779,0.78963,0.37563,1.92087,1.11471,2.16496,7.94e-05,7.94e-05,7.94e-05
99,2156.37,0.56206,0.33496,0.96641,0.84108,0.7494,0.79518,0.38169,1.90398,1.13147,2.15074,5.96e-05,5.96e-05,5.96e-05
100,2178.55,0.57017,0.33946,0.97524,0.84547,0.75221,0.80255,0.38094,1.91525,1.1035,2.17161,3.98e-05,3.98e-05,3.98e-05
